자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리
SPB-33961,2020-04-30 23:37,512,뚝섬역 1번 출구 옆,0,2020-05-01 0:07,3502,중곡역 1번출구,0,29,0
SPB-17520,2020-04-30 23:55,301,경복궁역 7번출구 앞,3,2020-05-01 0:07,301,경복궁역 7번출구 앞,10,11,1070
SPB-09969,2020-04-30 23:46,1738,창동주공17단지 상가앞,8,2020-05-01 0:07,1332,석계역 5번출구 건너편,8,20,4610
SPB-17444,2020-05-01 0:01,1741,제일강산수산입구,5,2020-05-01 0:07,1503,이디야 커피 수유역점 앞,12,5,940
SPB-32302,2020-04-30 22:33,2217,아크로리버뷰 부지 앞,0,2020-05-01 0:07,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,93,0
SPB-15530,2020-04-30 23:45,207,여의나루역 1번출구 앞,3,2020-05-01 0:07,150,서강대역 2번출구 앞,5,21,4930
SPB-32915,2020-04-30 23:49,1986,태평양물산빌딩,0,2020-05-01 0:07,2173,당곡사거리,0,18,0
SPB-04182,2020-04-30 23:35,106,합정역 7번출구 앞,10,2020-05-01 0:07,238,제2구민체육센타 앞,2,31,3820
SPB-30320,2020-04-30 21:49,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2020-05-01 0:07,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,137,0
SPB-34271,2020-04-30 23:59,234,영등포구민체육센터 앞,0,2020-05-01 0:07,255,도림4거리,0,8,0
SPB-20245,2020-04-30 23:40,433,을지로입구역 2번출구,2,2020-05-01 0:07,389,을지로4가역 1번출구,3,24,3340
SPB-30896,2020-04-30 23:19,1674,서울북부고용센터앞,0,2020-05-01 0:07,1723,방학동학마을도서관,0,48,0
SPB-17846,2020-04-30 23:55,1148,볏골공원,2,2020-05-01 0:07,1157,강서구청,3,11,1520
SPB-32333,2020-04-30 23:52,361,동묘앞역 1번출구 뒤,0,2020-05-01 0:07,346,맥스타일 앞,0,15,0
SPB-31897,2020-05-01 0:00,2013,장승배기역 5번출구,0,2020-05-01 0:07,2050,노량진역 5번출구,0,7,0
SPB-17910,2020-04-30 23:49,265,영등포유통상가 사거리,14,2020-05-01 0:07,280,양평동6차현대아파트 앞,3,17,1850
SPB-19376,2020-04-30 23:04,1977,천왕역 1번 출입구 앞,3,2020-05-01 0:07,1981,천왕이펜하우스5단지 앞,3,59,3020
SPB-34086,2020-04-30 23:58,500,어린이대공원역 3번출구 앞,0,2020-05-01 0:07,3542,래미안 구의파크 스위트,0,9,0
SPB-33108,2020-04-30 22:47,207,여의나루역 1번출구 앞,0,2020-05-01 0:07,1103,방화역 4번출구앞,0,80,0
SPB-18790,2020-04-30 22:41,2175,신림동걷고싶은문화의거리입구,1,2020-05-01 0:07,2102,봉림교 교통섬,1,80,10040
SPB-30225,2020-04-30 23:37,202,국민일보 앞,0,2020-05-01 0:07,260,여의도 마리나선착장 앞,0,30,0
SPB-14887,2020-05-01 0:00,2244,교육개발원입구 교차로,5,2020-05-01 0:07,2359,"국립국악중,고교 정문 맞은편",10,6,1990
SPB-23472,2020-05-01 0:01,289,대림3동사거리,8,2020-05-01 0:07,1984,구로구청,7,5,950
SPB-32652,2020-05-01 0:05,1901,신도림동주민센터 앞,0,2020-05-01 0:07,1956,도야미리숯불갈비 앞,0,3,0
SPB-30775,2020-04-30 22:34,2217,아크로리버뷰 부지 앞,0,2020-05-01 0:07,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,93,0
SPB-16700,2020-04-30 22:32,1183,KC 대학교,7,2020-05-01 0:07,253,신풍역 5번출구 인근,1,94,13600
SPB-12419,2020-04-30 23:54,251,서울지방병무청 버스정류장,8,2020-05-01 0:07,2007,유한양행앞,19,13,1650
SPB-33619,2020-04-30 23:30,839,보광동 삼성리버빌아파트 앞,0,2020-05-01 0:07,588,뚝섬 유원지역,0,37,0
SPB-31603,2020-04-30 23:37,202,국민일보 앞,0,2020-05-01 0:07,260,여의도 마리나선착장 앞,0,30,0
SPB-31106,2020-04-30 23:31,553,중곡 성원APT 앞,0,2020-05-01 0:07,1456,상아빌딩(우림시장 교차로),0,36,0
SPB-30349,2020-04-30 22:38,502,뚝섬유원지역 1번출구 앞,0,2020-05-01 0:07,3511,응봉역 1번출구,0,90,0
SPB-32914,2020-04-30 23:47,1906,신도림역 1번 출구 앞,0,2020-05-01 0:07,1988,고척LIGA아파트 앞,0,21,0
SPB-33500,2020-04-30 23:31,1625,상계역(4번출구),0,2020-05-01 0:07,1719,신도봉사거리 버스정류장,0,37,0
SPB-33018,2020-04-30 22:52,901,응암1동사무소,0,2020-05-01 0:07,901,응암1동사무소,0,75,0
SPB-33564,2020-04-30 23:58,234,영등포구민체육센터 앞,0,2020-05-01 0:07,274,영등포역지하쇼핑센타 5번출구,0,9,0
SPB-15631,2020-04-30 22:36,502,뚝섬유원지역 1번출구 앞,14,2020-05-01 0:07,3511,응봉역 1번출구,8,91,10080
SPB-31775,2020-04-30 23:53,846,용산중학교,0,2020-05-01 0:07,834,효창공원앞역 3번출구 뒤,0,15,0
SPB-03458,2020-05-01 0:01,2016,신대방삼거리역 3번출구쪽,5,2020-05-01 0:07,237,보라매 두산위브 건너편,15,5,1270
SPB-12552,2020-04-30 23:19,1737,하나은행 (창동점),3,2020-05-01 0:07,1737,하나은행 (창동점),5,45,8600
SPB-08559,2020-04-30 23:36,931,역촌파출소,1,2020-05-01 0:07,931,역촌파출소,10,29,6880
SPB-19520,2020-04-30 23:25,2615,테라타워2,4,2020-05-01 0:07,2615,테라타워2,9,41,5350
SPB-33993,2020-04-30 23:43,1741,제일강산수산입구,0,2020-05-01 0:07,1339,삼성전자서비스 성북센터,0,24,0
SPB-30659,2020-04-30 23:50,3529,어린이대공원정문,0,2020-05-01 0:07,3506,영동대교 북단,0,17,0
SPB-07039,2020-05-01 0:01,722,LG전자베스트샵 신정점,7,2020-05-01 0:07,716,신정6동 주민센터 인근,12,6,1110
SPB-21207,2020-04-30 22:36,606,휘경공고앞,12,2020-05-01 0:07,606,휘경공고앞,1,84,20880
SPB-31047,2020-04-30 23:15,384,종로학원본원,0,2020-05-01 0:07,443,호암아트홀,0,53,0
SPB-30146,2020-04-30 23:59,1526,수유동 채선당앞,0,2020-05-01 0:07,1539,419민주묘지역,0,8,0
SPB-32990,2020-04-30 23:58,105,합정역 5번출구 앞,0,2020-05-01 0:07,115,사루비아 빌딩 앞,0,9,0
SPB-31455,2020-05-01 0:00,1022,길동 사거리(초소앞),0,2020-05-01 0:07,1050,둔촌역 3번 출입구,0,8,0
SPB-32758,2020-04-30 23:15,502,뚝섬유원지역 1번출구 앞,0,2020-05-01 0:08,502,뚝섬유원지역 1번출구 앞,0,53,0
SPB-15126,2020-04-30 22:56,1106,신방화사거리,9,2020-05-01 0:08,262,영문초등학교 사거리,8,71,0
SPB-21400,2020-05-01 0:01,1112,마곡엠밸리4단지 정문,6,2020-05-01 0:08,1168,마곡엠밸리10단지 앞,7,6,1050
SPB-20759,2020-04-30 23:20,1737,하나은행 (창동점),1,2020-05-01 0:08,1737,하나은행 (창동점),1,44,8770
SPB-31318,2020-04-30 23:38,1611,과기대 입구(우),0,2020-05-01 0:08,1408,먹골역 6번출구 앞,0,29,0
SPB-17772,2020-04-30 22:49,542,강변역 4번출구 뒤,18,2020-05-01 0:08,2221,하나은행 방배동지점 앞,8,77,20530
SPB-19470,2020-04-30 22:46,262,영문초등학교 사거리,11,2020-05-01 0:08,263,근로자회관 사거리,1,78,17750
SPB-30797,2020-04-30 23:14,502,뚝섬유원지역 1번출구 앞,0,2020-05-01 0:08,502,뚝섬유원지역 1번출구 앞,0,53,0
SPB-31259,2020-04-30 22:36,1401,극동늘푸른아파트,0,2020-05-01 0:08,650,중랑교사거리,0,92,0
SPB-08278,2020-05-01 0:02,2290,서래마을파리15구공원앞,9,2020-05-01 0:08,2215,반포종합운동장 입구,9,5,600
SPB-32593,2020-04-30 23:52,837,한남나들목 입구,0,2020-05-01 0:08,429,송도병원,0,16,0
SPB-22289,2020-04-30 23:53,2140,신림1교 교차로,9,2020-05-01 0:08,2113,관악동작견인차량보관소,5,13,3100
SPB-33152,2020-04-30 23:09,825,서빙고동 주민센터 앞,0,2020-05-01 0:08,279,영등포 푸르지오 아파트,0,59,0
SPB-10662,2020-04-30 23:53,2140,신림1교 교차로,4,2020-05-01 0:08,2113,관악동작견인차량보관소,6,15,2720
SPB-31999,2020-04-30 22:06,1048,동부기업(둔촌동),0,2020-05-01 0:08,1048,동부기업(둔촌동),0,121,0
SPB-19772,2020-05-01 0:03,926,불광역 8번출구,5,2020-05-01 0:08,916,평생학습관 앞,7,4,730
SPB-20029,2020-04-30 23:33,1640,한내근린공원 북측,2,2020-05-01 0:08,1640,한내근린공원 북측,10,32,7020
SPB-33967,2020-05-01 0:02,228,선유도역 3번출구 앞,0,2020-05-01 0:08,280,양평동6차현대아파트 앞,0,6,0
SPB-30980,2020-04-30 23:58,1339,삼성전자서비스 성북센터,0,2020-05-01 0:08,1320,LG베스트샵 종암점,0,10,0
SPB-19758,2020-04-30 22:48,502,뚝섬유원지역 1번출구 앞,1,2020-05-01 0:08,3533,건대입구역 사거리(롯데백화점),10,79,3110
SPB-17936,2020-04-30 22:51,1407,먹골역 1번출구 뒤,2,2020-05-01 0:08,1407,먹골역 1번출구 뒤,2,76,6660
SPB-14794,2020-05-01 0:03,551,구의삼성쉐르빌 앞,1,2020-05-01 0:08,576,광나루역 3번 출구,3,4,1090
SPB-24082,2020-04-30 23:54,923,국민은행 연서지점,2,2020-05-01 0:08,923,국민은행 연서지점,1,13,2420
SPB-33907,2020-04-30 23:57,241,신길우성1차아파트 앞 공원,0,2020-05-01 0:08,1904,도림천역 1번 출구 앞,0,11,0
SPB-18589,2020-04-30 23:53,806,전자랜드 본관 앞,2,2020-05-01 0:08,806,전자랜드 본관 앞,3,14,930
SPB-30208,2020-04-30 23:57,2177,신대방역 2번 출구,0,2020-05-01 0:08,253,신풍역 5번출구 인근,0,11,0
SPB-16652,2020-04-30 23:08,650,중랑교사거리,12,2020-05-01 0:08,1512,강북중학교 앞,13,59,9690
SPB-33752,2020-04-30 23:57,358,성대입구 사거리,0,2020-05-01 0:08,3413,종로플레이스,0,11,0
SPB-23812,2020-04-30 23:59,818,숙명여대 입구 교차로,3,2020-05-01 0:08,846,용산중학교,2,8,1040
SPB-30638,2020-05-01 0:03,549,아차산역 3번출구,0,2020-05-01 0:08,3542,래미안 구의파크 스위트,0,5,0
SPB-30867,2020-05-01 0:03,1211,방이삼거리,0,2020-05-01 0:08,1297,석촌호수교차로(동호 팔각정 앞),0,5,0
SPB-31429,2020-04-30 23:46,635,시조사 앞 (청량고정문 옆),0,2020-05-01 0:08,614,용두동 사거리,0,22,0
SPB-17178,2020-04-30 23:48,207,여의나루역 1번출구 앞,39,2020-05-01 0:08,276,SK 영등포주유소,3,19,3230
SPB-23511,2020-04-30 22:46,502,뚝섬유원지역 1번출구 앞,3,2020-05-01 0:08,3533,건대입구역 사거리(롯데백화점),6,79,5400
SPB-30695,2020-04-30 23:38,829,베르가모앞,0,2020-05-01 0:08,2220,반포본동 주민센터 앞,0,31,0
SPB-22162,2020-04-30 22:56,2070,노량진역 2번 출구 앞,4,2020-05-01 0:08,1936,개봉역 1번 출구 자전거보관서쪽,7,69,18450
SPB-15779,2020-04-30 23:26,1525,미아동 복합청사,1,2020-05-01 0:08,1328,월곡역 3번출구,4,42,6960
SPB-05831,2020-04-30 23:26,1363,보문4교 인근,8,2020-05-01 0:08,1363,보문4교 인근,10,42,7710
SPB-32009,2020-04-30 23:58,1213,백토공원 앞,0,2020-05-01 0:08,1258,가락미륭아파트 앞,0,10,0
SPB-31247,2020-04-30 22:16,1512,강북중학교 앞,0,2020-05-01 0:08,1512,강북중학교 앞,0,112,0
SPB-20460,2020-04-30 22:43,152,마포구민체육센터 앞,27,2020-05-01 0:08,276,SK 영등포주유소,1,84,10080
SPB-34396,2020-04-30 23:12,2220,반포본동 주민센터 앞,0,2020-05-01 0:08,3509,세종사이버대학교,0,56,0
SPB-14313,2020-04-30 23:24,1991,오류동역 맞은편,6,2020-05-01 0:08,743,현대6차아파트 101동 옆,4,44,5210
SPB-31740,2020-04-30 22:57,701,목동사거리 부근,0,2020-05-01 0:08,701,목동사거리 부근,0,72,0
SPB-32866,2020-04-30 23:36,105,합정역 5번출구 앞,0,2020-05-01 0:08,133,해담는다리,0,32,0
SPB-31607,2020-04-30 22:33,2219,"고속터미널역 8-1번, 8-2번 출구 사이",0,2020-05-01 0:08,271,샛강생태공원방문자센터 앞,0,96,0
SPB-19338,2020-05-01 0:04,2143,서울산업정보학교,1,2020-05-01 0:08,2178,서울대학교 정문,3,3,600
SPB-33981,2020-04-30 23:54,2015,신대방삼거리역 6번출구쪽,0,2020-05-01 0:08,2065,서울시여성가족재단,0,14,0
SPB-31554,2020-05-01 0:00,117,홍은사거리,0,2020-05-01 0:08,175,홍연2교옆,0,8,0
SPB-21828,2020-04-30 22:33,2235,KT 서초지사 앞,8,2020-05-01 0:08,2235,KT 서초지사 앞,5,91,50420
SPB-31507,2020-04-30 23:24,1363,보문4교 인근,0,2020-05-01 0:08,1363,보문4교 인근,0,44,0
SPB-14480,2020-04-30 23:16,1401,극동늘푸른아파트,9,2020-05-01 0:08,1407,먹골역 1번출구 뒤,3,52,0
SPB-24778,2020-04-30 23:11,154,마포구청역,9,2020-05-01 0:08,418,월드컵경기장역 3번출구 옆,9,57,11220
SPB-31635,2020-04-30 23:35,2245,양재초등학교 맞은편,0,2020-05-01 0:08,2245,양재초등학교 맞은편,0,33,0
SPB-31272,2020-04-30 22:17,701,목동사거리 부근,0,2020-05-01 0:09,701,목동사거리 부근,0,111,0
SPB-13428,2020-04-30 23:52,1002,해공공원(천호동),3,2020-05-01 0:09,1044,굽은다리역,15,16,2750
SPB-08911,2020-04-30 22:50,2613,잠실나들목,7,2020-05-01 0:09,2601,석촌호수 서호사거리,2,72,12880
SPB-33968,2020-04-30 22:31,1183,KC 대학교,0,2020-05-01 0:09,253,신풍역 5번출구 인근,0,97,0
SPB-31657,2020-04-30 22:15,701,목동사거리 부근,0,2020-05-01 0:09,701,목동사거리 부근,0,114,0
SPB-22216,2020-04-30 23:30,2002,노들역 1번출구,5,2020-05-01 0:09,249,여의도중학교 옆,1,38,2500
SPB-33343,2020-04-30 23:28,153,성산2교 사거리,0,2020-05-01 0:09,947,연신내 선일하이츠빌 정류소,0,41,0
SPB-10302,2020-05-01 0:01,1602,광운대역 앞,10,2020-05-01 0:09,1641,한내근린공원 남측,10,7,900
SPB-32352,2020-04-30 22:38,2262,한신16차아파트 119동 앞,0,2020-05-01 0:09,2262,한신16차아파트 119동 앞,0,90,0
SPB-31283,2020-04-30 23:22,1295,잠실역 8번출구,0,2020-05-01 0:09,1282,송파소방서 맞은편(성내4교),0,47,0
SPB-31863,2020-04-30 23:16,1987,개봉아이파크아파트 앞,0,2020-05-01 0:09,106,합정역 7번출구 앞,0,52,0
SPB-08318,2020-04-30 23:32,1804,독산역 2번출구 자전거주차장,1,2020-05-01 0:09,1821,홈플러스 시흥점 맞은편 다비치안경 앞,10,35,2820
SPB-30747,2020-04-30 22:25,177,북가좌 초등학교,0,2020-05-01 0:09,133,해담는다리,0,104,0
SPB-15128,2020-04-30 23:46,1125,명덕고교입구(영종빌딩),2,2020-05-01 0:09,1128,화곡역 6번출구,6,22,2840
SPB-11850,2020-04-30 23:26,152,마포구민체육센터 앞,30,2020-05-01 0:09,133,해담는다리,13,39,3990
SPB-23816,2020-05-01 0:00,1653,노원역1번출구,7,2020-05-01 0:09,1674,서울북부고용센터앞,1,8,780
SPB-33719,2020-04-30 23:57,2122,낙성대로 입구,0,2020-05-01 0:09,2175,신림동걷고싶은문화의거리입구,0,12,0
SPB-31346,2020-05-01 0:04,245,삼성생명 당산사옥 앞,0,2020-05-01 0:09,238,제2구민체육센타 앞,0,5,0
SPB-24136,2020-04-30 23:57,818,숙명여대 입구 교차로,14,2020-05-01 0:09,846,용산중학교,1,11,970
SPB-14925,2020-05-01 0:02,207,여의나루역 1번출구 앞,25,2020-05-01 0:09,222,시범아파트버스정류장 옆,12,6,1350
SPB-32495,2020-04-30 23:54,615,용두동 래미안허브리츠아파트 앞,0,2020-05-01 0:09,659,제기역1번출구,0,15,0
SPB-14982,2020-04-30 23:51,2362,신사동 가로수길 입구,4,2020-05-01 0:09,809,한남 유수지 복개주차장,10,17,0
SPB-30340,2020-04-30 23:09,1533,"번동 주공3, 4단지 교차로",0,2020-05-01 0:09,1605,헬스케어,0,60,0
SPB-33560,2020-04-30 22:27,1002,해공공원(천호동),0,2020-05-01 0:09,1001,광진교 남단 사거리(디지털프라자앞),0,102,0
SPB-33455,2020-05-01 0:00,1542,삼양사거리역,0,2020-05-01 0:09,1531,미아사거리 1번 출구,0,9,0
SPB-32016,2020-04-30 23:16,2015,신대방삼거리역 6번출구쪽,0,2020-05-01 0:09,2009,보라매역 8번출구,0,53,0
SPB-30101,2020-04-30 23:35,1457,동원사거리,0,2020-05-01 0:09,1446,중랑전화국 교차로,0,34,0
SPB-33906,2020-04-30 23:28,1450,화랑대역 7번출구,0,2020-05-01 0:09,1450,화랑대역 7번출구,0,41,0
SPB-04698,2020-04-30 21:55,2262,한신16차아파트 119동 앞,10,2020-05-01 0:09,1526,수유동 채선당앞,8,125,29180
SPB-33794,2020-04-30 23:34,1024,강동구청 앞,0,2020-05-01 0:09,1019,다성이즈빌아파트(호원대 대각선 맞은편),0,35,0
SPB-14254,2020-04-30 23:31,1209,잠실나루역 (2번 출구 쪽),9,2020-05-01 0:09,1282,송파소방서 맞은편(성내4교),8,37,6220
SPB-30928,2020-04-30 23:47,1737,하나은행 (창동점),0,2020-05-01 0:09,1512,강북중학교 앞,0,22,0
SPB-31286,2020-04-30 23:49,1106,신방화사거리,0,2020-05-01 0:09,1124,발산역 6번출구옆(다이소앞),0,20,0
SPB-32579,2020-04-30 23:15,2015,신대방삼거리역 6번출구쪽,0,2020-05-01 0:09,2009,보라매역 8번출구,0,54,0
SPB-32079,2020-04-30 23:51,1454,한국전력공사(동대문 중랑지사),0,2020-05-01 0:09,1446,중랑전화국 교차로,0,19,0
SPB-17740,2020-05-01 0:03,903,은평뉴타운 아이파크,2,2020-05-01 0:09,954,은평뉴타운구파발9단지,3,6,830
SPB-07937,2020-05-01 0:02,1326,상월곡역 1번출구,5,2020-05-01 0:09,1333,석관초등학교 앞,10,6,1070
SPB-33368,2020-05-01 0:04,1251,석촌역 2번출구,0,2020-05-01 0:09,2620,송파나루역 4번 출구옆,0,5,0
SPB-31584,2020-04-30 23:26,1450,화랑대역 7번출구,0,2020-05-01 0:09,1450,화랑대역 7번출구,0,43,0
SPB-30432,2020-05-01 0:04,1251,석촌역 2번출구,0,2020-05-01 0:09,2620,송파나루역 4번 출구옆,0,5,0
SPB-10805,2020-04-30 23:44,723,SBS방송국,4,2020-05-01 0:09,719,홍익병원앞 교차로,9,23,2470
SPB-33470,2020-04-30 23:36,2241,양재전화국 사거리,0,2020-05-01 0:09,1222,잠실새내역 5번 출구 뒤,0,33,0
SPB-24213,2020-04-30 23:43,152,마포구민체육센터 앞,24,2020-05-01 0:09,155,가좌역1 번출구 뒤,1,25,3920
SPB-31341,2020-05-01 0:05,1251,석촌역 2번출구,0,2020-05-01 0:09,2620,송파나루역 4번 출구옆,0,5,0
SPB-31208,2020-04-30 22:44,922,연신내역 4번출구,0,2020-05-01 0:09,906,연신내역 5번출구150M 아래,0,85,0
SPB-32521,2020-04-30 22:49,927,연신내역 3번출구 인근,0,2020-05-01 0:09,906,연신내역 5번출구150M 아래,0,80,0
SPB-21437,2020-04-30 23:46,1125,명덕고교입구(영종빌딩),1,2020-05-01 0:09,1128,화곡역 6번출구,7,22,2460
SPB-32834,2020-04-30 23:29,1365,선잠단지 앞,0,2020-05-01 0:09,342,대학로 마로니에공원,0,40,0
SPB-20703,2020-04-30 23:47,326,안국역 5번출구 앞,5,2020-05-01 0:09,158,독립문 어린이 공원,6,20,2420
SPB-33729,2020-04-30 23:41,1856,모두의학교,0,2020-05-01 0:09,1856,모두의학교,0,28,0
SPB-31502,2020-04-30 23:48,326,안국역 5번출구 앞,0,2020-05-01 0:09,158,독립문 어린이 공원,0,22,0
SPB-30153,2020-04-30 23:58,2332,선릉역3번출구,0,2020-05-01 0:09,2410,포스코피앤에스타워 (역삼역 3번출구 부근),0,12,0
SPB-19484,2020-04-30 23:48,326,안국역 5번출구 앞,9,2020-05-01 0:09,158,독립문 어린이 공원,7,21,2890
SPB-17042,2020-05-01 0:01,907,CJ 드림시티,4,2020-05-01 0:09,933,LG서비스 역촌점,5,8,1800
SPB-17191,2020-05-01 0:00,1668,중계역 6번출구,5,2020-05-01 0:10,1666,노원소방서인근,10,9,1650
SPB-23425,2020-05-01 0:04,1975,대림역 1번 출입구 밑,1,2020-05-01 0:10,1912,한신휴아파트 앞,10,4,500
SPB-31575,2020-04-30 23:55,1451,중랑세무서,0,2020-05-01 0:10,635,시조사 앞 (청량고정문 옆),0,15,0
SPB-30845,2020-04-30 23:05,1532,번3동 주민센터 교차로,0,2020-05-01 0:10,1741,제일강산수산입구,0,65,0
SPB-33433,2020-04-30 23:14,1207,마천CU우방점 앞,0,2020-05-01 0:10,1256,문정현대아파트 교차로,0,56,0
SPB-33003,2020-04-30 22:27,1002,해공공원(천호동),0,2020-05-01 0:10,1001,광진교 남단 사거리(디지털프라자앞),0,102,0
SPB-32025,2020-04-30 23:59,636,세종대왕기념관 교차로,0,2020-05-01 0:10,663,외대앞역 4번출구,0,11,0
SPB-10758,2020-04-30 23:34,2601,석촌호수 서호사거리,4,2020-05-01 0:10,2601,석촌호수 서호사거리,3,35,4040
SPB-34310,2020-04-30 22:41,170,가재울 뉴타운 주유소 옆,0,2020-05-01 0:10,175,홍연2교옆,0,89,0
SPB-08436,2020-05-01 0:00,634,외국어대 정문 앞,2,2020-05-01 0:10,635,시조사 앞 (청량고정문 옆),9,7,0
SPB-31847,2020-04-30 23:12,1725,창1동주민센터,0,2020-05-01 0:10,1725,창1동주민센터,0,57,0
SPB-21151,2020-05-01 0:03,1652,파르코 앞,7,2020-05-01 0:10,1672,상계동수락리버시티,2,6,1090
SPB-31098,2020-04-30 23:47,1806,에이스하이엔드타워9차 앞,0,2020-05-01 0:10,1857,주공14단지,0,22,0
SPB-32109,2020-05-01 0:04,1251,석촌역 2번출구,0,2020-05-01 0:10,2620,송파나루역 4번 출구옆,0,6,0
SPB-32621,2020-04-30 23:54,1906,신도림역 1번 출구 앞,0,2020-05-01 0:10,703,오목교역 7번출구 앞,0,16,0
SPB-32341,2020-05-01 0:05,663,외대앞역 4번출구,0,2020-05-01 0:10,650,중랑교사거리,0,5,0
SPB-30952,2020-04-30 23:48,1407,먹골역 1번출구 뒤,0,2020-05-01 0:10,1663,동해문화예술관앞,0,22,0
SPB-14885,2020-04-30 23:36,2601,석촌호수 서호사거리,6,2020-05-01 0:10,2601,석촌호수 서호사거리,6,33,4540
SPB-30697,2020-05-01 0:05,1670,노원경찰서교차로,0,2020-05-01 0:10,1650,중계근린공원내,0,5,0
SPB-21190,2020-04-30 23:05,1911,구로디지털단지역 앞,4,2020-05-01 0:10,2102,봉림교 교통섬,17,62,6940
SPB-30692,2020-04-30 23:52,2613,잠실나들목,0,2020-05-01 0:10,2618,삼전역 1번출구,0,18,0
SPB-30824,2020-04-30 23:13,1725,창1동주민센터,0,2020-05-01 0:10,1725,창1동주민센터,0,57,0
SPB-31269,2020-05-01 0:01,2183,동방1교,0,2020-05-01 0:10,2102,봉림교 교통섬,0,9,0
